"","INSEE","NAME","DPT","REG2016","POP","winT1","ABST1","PCFNT1","PCFNT1INSCRITS","ABST2","PCFNT2","winnerT2","DIFF_ABS","DIFF_PCFN"
"17932","47074","Couthures-sur-Garonne","47",75,377,"LFN",39.5,31.29,18.15,36.3,31.18,"GAUCHE",-3.2,-0.109999999999999
"17933","47075","La Croix-Blanche","47",75,867,"LFN",45,34.07,18.09,36.76,35.34,"GAUCHE",-8.24,1.27
"17934","47076","Cuq","47",75,281,"LFN",41.6,35.71,20,38,33.11,"GAUCHE",-3.6,-2.6
"17935","47077","Cuzorn","47",75,874,"LFN",46.41,30.92,15.33,33.98,33.41,"GAUCHE",-12.43,2.48999999999999
"17936","47078","Damazan","47",75,1311,"LFN",46.28,38.74,19.57,39.36,37.24,"GAUCHE",-6.92,-1.5
"17937","47079","Dausse","47",75,500,"LFN",45.82,31.61,15.85,36.31,29.19,"GAUCHE",-9.51,-2.42
"17938","47080","Dévillac","47",75,130,"GAUCHE",41.88,24.59,12.82,37.61,27.54,"GAUCHE",-4.27,2.95
"17939","47081","Dolmayrac","47",75,682,"LFN",42.66,41.7,23.09,33.27,38.27,"LFN",-9.38999999999999,-3.43
"17940","47082","Dondas","47",75,214,"LFN",34.55,31.93,19.9,34.55,27.5,"LUD",0,-4.43
"17941","47083","Doudrac","47",75,101,"LFN",33.33,38.46,25,31.67,25,"LUD",-1.66,-13.46
"17942","47084","Douzains","47",75,261,"DROITE",35.36,20.18,12.15,28.18,22.76,"GAUCHE",-7.18,2.58
"17943","47085","Durance","47",75,282,"LFN",45.87,32.77,16.12,38.84,36.69,"LFN",-7.02999999999999,3.91999999999999
"17944","47086","Duras","47",75,1318,"DROITE",42.73,22.25,11.93,36.36,21.12,"LUD",-6.37,-1.13
"17945","47087","Engayrac","47",75,143,"GAUCHE",37.06,23.17,13.29,32.87,23.53,"GAUCHE",-4.19,0.359999999999999
"17946","47088","Escassefort","47",75,605,"LFN",51.32,36.1,16.23,38.6,32.71,"GAUCHE",-12.72,-3.39
"17947","47089","Esclottes","47",75,159,"LFN",33.33,35.06,23.08,29.06,30.86,"GAUCHE",-4.27,-4.2
"17948","47090","Espiens","47",75,391,"LFN",49.16,36.11,17.51,41.41,37.5,"LFN",-7.75,1.39
"17949","47091","Estillac","47",75,1947,"LFN",41.87,39.23,21.83,35.12,37.53,"LFN",-6.75,-1.7
"17950","47092","Fals","47",75,365,"LFN",39.05,32.72,19.34,33.21,31.46,"GAUCHE",-5.84,-1.26
"17951","47093","Fargues-sur-Ourbise","47",75,361,"GAUCHE",42.95,25.15,13.48,35.11,27.51,"GAUCHE",-7.84,2.36
"17952","47094","Fauguerolles","47",75,684,"LFN",43.78,34.47,18,34.89,38.99,"LFN",-8.89,4.52
"17953","47095","Fauillet","47",75,850,"LFN",44.26,37.09,19.14,34.46,35.59,"LFN",-9.8,-1.5
"17954","47096","Ferrensac","47",75,219,"DROITE",48.13,16.25,8.13,36.25,26.32,"GAUCHE",-11.88,10.07
"17955","47097","Feugarolles","47",75,932,"LFN",47.39,32.81,16.59,39.18,32.68,"GAUCHE",-8.21,-0.130000000000003
"17956","47098","Fieux","47",75,342,"DROITE",44.69,33.79,17.95,35.53,31.21,"LUD",-9.16,-2.58
"17957","47099","Fongrave","47",75,624,"LFN",38.39,31.37,18.39,27.82,29.7,"GAUCHE",-10.57,-1.67
"17958","47100","Foulayronnes","47",75,5167,"GAUCHE",45.97,28.55,14.57,38.18,25.78,"GAUCHE",-7.79,-2.77
"17959","47101","Fourques-sur-Garonne","47",75,1275,"LFN",43.79,33.21,17.38,36.74,30.31,"GAUCHE",-7.05,-2.9
"17960","47102","Francescas","47",75,702,"DROITE",33.96,28.84,17.36,31.32,30.68,"LUD",-2.64,1.84
"17961","47103","Fréchou","47",75,204,"LFN",54.02,32.99,14.29,51.79,28.43,"LUD",-2.23,-4.56
"17962","47104","Frégimont","47",75,283,"LFN",37.04,34.23,20.11,28.57,40.31,"LFN",-8.47,6.08000000000001
"17963","47105","Frespech","47",75,300,"LFN",42.6,35.54,19.28,33.18,32.37,"GAUCHE",-9.42,-3.17
"17964","47106","Fumel","47",75,5172,"DROITE",47.25,26.56,13.14,38.27,26.48,"GAUCHE",-8.98,-0.0799999999999983
"17965","47107","Galapian","47",75,343,"LFN",40.29,36.42,20.15,37.36,40.36,"LFN",-2.93,3.94
"17966","47108","Gaujac","47",75,277,"GAUCHE",42.42,30.1,15.66,34.34,24.8,"GAUCHE",-8.08,-5.3
"17967","47109","Gavaudun","47",75,293,"LFN",38.89,33.61,18.98,31.48,38.13,"LFN",-7.41,4.52
"17968","47110","Gontaud-de-Nogaret","47",75,1654,"LFN",47.46,40.1,19.75,34.92,40.93,"LFN",-12.54,0.829999999999998
"17969","47111","Granges-sur-Lot","47",75,584,"LFN",52.24,41.67,19.06,44.39,36.48,"GAUCHE",-7.85,-5.19
"17970","47112","Grateloup Saint Gayrand","47",75,446,"LFN",39.32,35.12,20.51,41.19,38.97,"GAUCHE",1.87,3.85
"17971","47113","Grayssas","47",75,129,"LFN",43.14,37.04,19.61,28.43,36.11,"LUD",-14.71,-0.93
"17972","47114","Grézet-Cavagnan","47",75,355,"GAUCHE",41.75,26.63,14.56,34.3,31.38,"GAUCHE",-7.45,4.75
"17973","47115","Guérin","47",75,251,"LFN",42.17,34.96,18.7,28.26,33.99,"GAUCHE",-13.91,-0.969999999999999
"17974","47117","Hautefage-la-Tour","47",75,824,"LFN",51.63,37.66,17.66,39.61,37.09,"LFN",-12.02,-0.569999999999993
"17975","47118","Hautesvignes","47",75,158,"DROITE",35.96,32.84,19.3,24.56,28.05,"LUD",-11.4,-4.79
"17976","47119","Houeillès","47",75,594,"LFN",41.76,33.62,18.33,32.48,29.09,"GAUCHE",-9.28,-4.53
"17977","47120","Jusix","47",75,115,"DROITE",34.12,25.93,16.47,40,18.37,"LUD",5.88,-7.56
"17978","47121","Labastide-Castel-Amouroux","47",75,322,"LFN",46.46,37.29,19.47,37.17,34.56,"LFN",-9.29,-2.73
"17979","47122","Labretonie","47",75,178,"DROITE",38.52,28.38,15.56,30.6,30.68,"LUD",-7.92,2.3
"17980","47123","Lacapelle-Biron","47",75,455,"GAUCHE",45.63,17.05,8.45,38.14,20.48,"GAUCHE",-7.49,3.43
"17981","47124","Lacaussade","47",75,216,"DROITE",52.23,20,9.55,40.76,26.97,"GAUCHE",-11.47,6.97
"17982","47125","Lacépède","47",75,306,"LFN",40.16,39.72,22.49,33.33,39.35,"LFN",-6.83,-0.369999999999997
"17983","47126","Lachapelle","47",75,83,"GAUCHE",49.35,29.73,14.29,33.77,29.79,"GAUCHE",-15.58,0.0599999999999987
"17984","47127","Lafitte-sur-Lot","47",75,807,"LFN",51.61,45.77,21.25,45.36,40.75,"LFN",-6.25,-5.02
"17985","47128","Lafox","47",75,1156,"LFN",48.82,38.8,18.86,41.19,34.26,"LUD",-7.63,-4.54
"17986","47129","Lagarrigue","47",75,287,"DROITE",44.13,29.36,15.02,40.38,27.73,"LUD",-3.75,-1.63
"17987","47130","Lagruère","47",75,374,"LFN",43.21,34.33,18.93,33.74,31.82,"GAUCHE",-9.47,-2.51
"17988","47131","Lagupie","47",75,751,"LFN",42.7,39.47,21.35,35.23,37.18,"LFN",-7.47000000000001,-2.29
"17989","47132","Lalandusse","47",75,214,"LFN",37.8,35.53,21.26,34.65,32.5,"GAUCHE",-3.15,-3.03
"17990","47133","Lamontjoie","47",75,510,"LFN",42.53,36.41,20,34.94,34.98,"GAUCHE",-7.59,-1.43
"17991","47134","Lannes","47",75,393,"DROITE",43.57,24.86,13.45,38.3,18.05,"LUD",-5.27,-6.81
"17992","47135","Laparade","47",75,448,"GAUCHE",52.22,30.14,13.92,48.42,34.23,"GAUCHE",-3.8,4.09
"17993","47136","Laperche","47",75,139,"LFN",30.19,35.62,24.53,22.64,37.18,"LUD",-7.55,1.56
"17994","47137","Laplume","47",75,1431,"LFN",43.03,34.74,18.89,33.59,34.55,"GAUCHE",-9.44,-0.190000000000005
"17995","47138","Laroque-Timbaut","47",75,1574,"LFN",38.78,33.72,19.78,32.33,31.45,"GAUCHE",-6.45,-2.27
"17996","47139","Lasserre","47",75,75,"GAUCHE",24.64,20.41,14.49,23.19,16,"GAUCHE",-1.45,-4.41
"17997","47140","Laugnac","47",75,631,"LFN",36.86,36.3,21.59,30.75,37.93,"LFN",-6.11,1.63
"17998","47141","Laussou","47",75,281,"LFN",43.36,28.57,15.04,36.28,29.85,"GAUCHE",-7.08,1.28
"17999","47142","Lauzun","47",75,706,"GAUCHE",48.84,24.6,12.02,40.7,25.68,"GAUCHE",-8.14,1.08
"18000","47143","Lavardac","47",75,2216,"LFN",50.84,30.43,14.39,39.7,30.36,"GAUCHE",-11.14,-0.0700000000000003
"18001","47144","Lavergne","47",75,602,"LFN",44.7,40.61,20.99,39.73,41.34,"LFN",-4.97000000000001,0.730000000000004
"18002","47145","Layrac","47",75,3532,"LFN",49.17,34.87,16.66,42.08,33.19,"GAUCHE",-7.09,-1.68
"18003","47146","Lédat","47",75,1306,"LFN",43.95,37.38,19.74,35.71,35.17,"GAUCHE",-8.24,-2.21
"18004","47147","Lévignac-de-Guyenne","47",75,598,"GAUCHE",39.54,24.36,14.02,32.85,27.27,"GAUCHE",-6.69,2.91
"18005","47148","Leyritz-Moncassin","47",75,221,"GAUCHE",57.06,29.17,11.86,45.2,38.95,"GAUCHE",-11.86,9.78
"18006","47150","Longueville","47",75,367,"LFN",42.86,42.28,23.68,36.09,50.31,"LFN",-6.77,8.03
"18007","47151","Loubès-Bernac","47",75,346,"DROITE",45.19,24.41,12.97,38.91,27.01,"LUD",-6.28,2.6
"18008","47152","Lougratte","47",75,444,"LFN",38.19,42.78,24.92,29.13,41.71,"LFN",-9.06,-1.07
"18009","47154","Lusignan-Petit","47",75,359,"LFN",43.32,44.9,23.83,31.77,37.36,"LFN",-11.55,-7.54
"18010","47155","Madaillan","47",75,625,"LFN",44.38,35.96,19.28,32.73,39.24,"LFN",-11.65,3.28
"18011","47156","Marcellus","47",75,819,"LFN",45.89,38.73,19.65,37.52,36.36,"GAUCHE",-8.37,-2.37
"18012","47157","Marmande","47",75,18458,"GAUCHE",52.11,27.25,12.46,43.58,26.32,"GAUCHE",-8.53,-0.93
"18013","47158","Marmont-Pachas","47",75,128,"LFN",35.43,43.21,27.56,33.07,45.78,"LFN",-2.36,2.57
"18014","47159","Le Mas-d'Agenais","47",75,1458,"GAUCHE",46.06,27.42,13.86,37.99,25.52,"GAUCHE",-8.07,-1.9
"18015","47160","Masquières","47",75,193,"GAUCHE",45.65,26.39,13.77,39.13,28.38,"GAUCHE",-6.52,1.99
"18016","47161","Massels","47",75,106,"LFN",55.42,35.29,14.46,46.99,48.78,"LFN",-8.43,13.49
"18017","47162","Massoulès","47",75,197,"LFN",33.76,39.36,23.57,30.57,43.69,"LFN",-3.19,4.33
"18018","47163","Mauvezin sur Gupie","47",75,548,"LFN",43.49,35.54,18.98,37.53,37,"LFN",-5.96,1.46
"18019","47164","Mazières-Naresse","47",75,129,"DROITE",25.71,15.28,10.48,22.86,18.67,"LUD",-2.85,3.39
"18020","47165","Meilhan-sur-Garonne","47",75,1349,"GAUCHE",38.85,27.17,15.89,33.44,26.88,"GAUCHE",-5.41,-0.290000000000003
"18021","47167","Mézin","47",75,1521,"DROITE",39.86,24.61,13.81,38.1,23.68,"LUD",-1.76,-0.93
"18022","47168","Miramont-de-Guyenne","47",75,3273,"LFN",46.89,31.32,15.78,39.8,29.92,"GAUCHE",-7.09,-1.4
"18023","47169","Moirax","47",75,1166,"LFN",44.16,33.07,17.67,36.91,31.57,"GAUCHE",-7.25,-1.5
"18024","47170","Monbahus","47",75,621,"LFN",46.89,27.95,13.28,43.15,27.1,"LUD",-3.74,-0.849999999999998
"18025","47171","Monbalen","47",75,410,"LFN",41.53,35.15,19.27,33.89,36.84,"GAUCHE",-7.64,1.69
"18026","47172","Moncaut","47",75,590,"LFN",53.02,33.81,15.3,42.98,28.63,"LUD",-10.04,-5.18
"18027","47173","Monclar","47",75,839,"LFN",49.83,30.14,14.66,41.21,29.14,"GAUCHE",-8.62,-1
"18028","47174","Moncrabeau","47",75,780,"LFN",43.23,32.33,17.46,33.44,30.67,"GAUCHE",-9.79,-1.66
"18029","47175","Monflanquin","47",75,2345,"GAUCHE",39.71,23.49,13.63,34.87,24.1,"GAUCHE",-4.84,0.610000000000003
"18030","47176","Mongaillard","47",75,189,"DROITE",40.85,26.92,14.79,35.21,33.73,"LUD",-5.64,6.81
"18031","47177","Monheurt","47",75,217,"GAUCHE",41.21,13.33,7.27,34.55,20.39,"GAUCHE",-6.66,7.06
"18032","47178","Monségur","47",75,389,"LFN",44.79,29.41,15.34,39.69,30.69,"GAUCHE",-5.1,1.28
"18033","47179","Monsempron-Libos","47",75,2049,"GAUCHE",46.46,24.97,12.25,39.52,26.53,"GAUCHE",-6.94,1.56
"18034","47180","Montagnac-sur-Auvignon","47",75,609,"LFN",44.08,34.52,18.83,34.05,33.83,"GAUCHE",-10.03,-0.690000000000005
"18035","47181","Montagnac-sur-Lède","47",75,246,"DROITE",41.3,16.79,9.57,42.17,29.69,"LUD",0.870000000000005,12.9
"18036","47182","Montastruc","47",75,283,"LFN",45.26,36.46,18.42,34.21,36.13,"LUD",-11.05,-0.329999999999998
"18037","47183","Montauriol","47",75,187,"GAUCHE",37.74,34.04,20.13,31.45,32.08,"GAUCHE",-6.29,-1.96
"18038","47184","Montaut","47",75,236,"LFN",38.54,42.74,24.39,33.66,44.62,"LFN",-4.88,1.88
"18039","47185","Montayral","47",75,2807,"GAUCHE",48.73,28.97,14.08,40,27.39,"GAUCHE",-8.73,-1.58
"18040","47186","Montesquieu","47",75,759,"LFN",44.56,35.97,19.12,35.79,32.75,"LUD",-8.77,-3.22
"18041","47187","Monteton","47",75,280,"LFN",45.66,38.32,18.72,37.44,32.03,"LUD",-8.22,-6.29
"18042","47188","Montignac-de-Lauzun","47",75,276,"GAUCHE",40.91,22.69,12.27,37.73,23.85,"GAUCHE",-3.18,1.16
"18043","47189","Montignac-Toupinerie","47",75,141,"LFN",41.07,35,18.75,36.61,33.8,"LUD",-4.46,-1.2
"18044","47190","Montpezat","47",75,576,"LFN",42.82,41.26,21.3,36.11,38.13,"LFN",-6.71,-3.13
"18045","47191","Montpouillan","47",75,704,"LFN",40.34,41.9,23.22,33.22,39.55,"LFN",-7.12,-2.35
"18046","47192","Monviel","47",75,89,"LFN",35.82,50,29.85,25.37,39.13,"LUD",-10.45,-10.87
"18047","47193","Moulinet","47",75,189,"LFN",46.11,39.02,19.16,33.53,40,"LFN",-12.58,0.979999999999997
"18048","47194","Moustier","47",75,323,"LFN",48.42,27.27,13.57,42.53,31.4,"GAUCHE",-5.89,4.13
"18049","47195","Nérac","47",75,7086,"GAUCHE",48.28,27.73,13.73,40.21,25,"GAUCHE",-8.07,-2.73
"18050","47196","Nicole","47",75,281,"LFN",50.84,33.72,16.2,48.6,43.68,"LFN",-2.24,9.96
"18051","47197","Nomdieu","47",75,222,"LFN",42.16,40.63,21.08,36.76,35.78,"LUD",-5.4,-4.85
"18052","47198","Pailloles","47",75,344,"GAUCHE",36.74,26.09,15.91,33.71,30.54,"GAUCHE",-3.03,4.45
"18053","47199","Pardaillan","47",75,329,"DROITE",44.68,22.92,11.7,33.51,24.17,"LUD",-11.17,1.25
"18054","47200","Parranquet","47",75,123,"DROITE",49.53,29.79,13.08,39.25,32.2,"LUD",-10.28,2.41
"18055","47201","Le Passage","47",75,9380,"LFN",50.35,30.47,14.36,42.51,28.96,"GAUCHE",-7.84,-1.51
"18056","47202","Paulhiac","47",75,308,"LFN",38.29,31.2,17.57,32.43,33.33,"GAUCHE",-5.86,2.13
"18057","47203","Penne-d'Agenais","47",75,2358,"LFN",47.53,30.86,15.61,40.62,31.45,"GAUCHE",-6.91,0.59
"18058","47204","Peyrière","47",75,282,"LFN",41.12,34.75,19.16,35.98,32.82,"GAUCHE",-5.14,-1.93
"18059","47205","Pindères","47",75,233,"DROITE",34.55,24.79,15.71,31.41,27.5,"GAUCHE",-3.14,2.71
"18060","47206","Pinel-Hauterive","47",75,533,"DROITE",43.95,30.49,16.79,35.8,31.87,"GAUCHE",-8.15000000000001,1.38
"18061","47207","Pompiey","47",75,229,"LFN",41.52,37.63,20.47,29.24,42.11,"LFN",-12.28,4.48
"18062","47208","Pompogne","47",75,199,"LFN",35.71,38.82,23.57,35,31.33,"GAUCHE",-0.710000000000001,-7.49
"18063","47209","Pont-du-Casse","47",75,4269,"LFN",46.14,33.79,17.35,38.22,31.22,"GAUCHE",-7.92,-2.57
"18064","47210","Port-Sainte-Marie","47",75,1929,"LFN",50.04,35.52,16.91,45.01,33.78,"GAUCHE",-5.03,-1.74
"18065","47211","Poudenas","47",75,243,"GAUCHE",37.84,25.74,14.05,30.27,27.35,"GAUCHE",-7.57,1.61
"18066","47212","Poussignac","47",75,290,"GAUCHE",39.51,24.58,14.15,36.1,28.57,"GAUCHE",-3.41,3.99
"18067","47213","Prayssas","47",75,967,"GAUCHE",41.02,26.17,14.58,32.42,25.2,"GAUCHE",-8.6,-0.970000000000002
"18068","47214","Puch-d'Agenais","47",75,713,"LFN",42.96,34.46,18.65,38.26,35.94,"LFN",-4.7,1.48
"18069","47215","Pujols","47",75,3608,"LFN",45.44,34.73,18.16,38.76,34.77,"GAUCHE",-6.68,0.0400000000000063
"18070","47216","Puymiclan","47",75,591,"LFN",44.78,36.78,18.98,35.61,29.89,"GAUCHE",-9.17,-6.89
"18071","47217","Puymirol","47",75,967,"LFN",50.35,38.69,18.13,39.41,34.65,"GAUCHE",-10.94,-4.04
"18072","47218","Puysserampion","47",75,269,"LFN",37.88,30.77,18.18,32.83,28.23,"GAUCHE",-5.05,-2.54
"18073","47219","Rayet","47",75,169,"LFN",42.19,39.71,21.09,32.03,36.9,"LFN",-10.16,-2.81
"18074","47220","Razimet","47",75,280,"LFN",40,35.51,19.49,30.77,30.23,"GAUCHE",-9.23,-5.28
"18075","47221","Réaup-Lisse","47",75,588,"GAUCHE",42.42,24.48,13.63,33.59,26.67,"GAUCHE",-8.83,2.19
"18076","47222","La Réunion","47",75,469,"DROITE",45.79,26.8,13.68,38.16,28.05,"GAUCHE",-7.63,1.25
"18077","47223","Rives","47",75,236,"DROITE",46.67,14.43,7.18,35.9,25.21,"GAUCHE",-10.77,10.78
"18078","47224","Romestaing","47",75,151,"LFN",38.06,32.5,19.4,33.58,29.41,"GAUCHE",-4.48,-3.09
"18079","47225","Roquefort","47",75,1868,"LFN",47.53,36.18,18.11,38.24,35.21,"LFN",-9.29,-0.969999999999999
"18080","47226","Roumagne","47",75,555,"DROITE",48.12,29.77,14.13,36.87,27.68,"GAUCHE",-11.25,-2.09
"18081","47227","Ruffiac","47",75,168,"LFN",46.15,35.62,18.18,30.07,31.58,"LUD",-16.08,-4.04
"18082","47228","Saint-Antoine-de-Ficalba","47",75,689,"LFN",43.4,37.55,20.2,36.2,38.18,"GAUCHE",-7.2,0.630000000000003
"18083","47229","Saint-Astier","47",75,212,"DROITE",35.71,27.59,17.14,21.43,24.49,"LUD",-14.28,-3.1
"18084","47230","Saint-Aubin","47",75,436,"LFN",56.6,29.58,12.32,41.35,28.04,"GAUCHE",-15.25,-1.54
"18085","47231","Saint-Avit","47",75,165,"LFN",40,39.76,22.76,36.55,43.02,"LFN",-3.45,3.26000000000001
"18086","47232","Saint-Barthélemy-d'Agenais","47",75,506,"LFN",40.21,37.56,20.89,33.16,37.86,"LFN",-7.05,0.299999999999997
"18087","47233","Sainte-Bazeille","47",75,3140,"LFN",47.6,33,16.26,38.52,33.24,"GAUCHE",-9.08,0.240000000000002
"18088","47234","Saint-Caprais-de-Lerm","47",75,633,"LFN",37.12,39.34,23.08,33.65,36.14,"GAUCHE",-3.47,-3.2
"18089","47235","Saint-Colomb-de-Lauzun","47",75,512,"DROITE",48.19,30.65,14.77,41.45,35.55,"LFN",-6.73999999999999,4.9
"18090","47236","Sainte-Colombe-de-Duras","47",75,108,"LFN",35.14,30,16.22,31.08,24.44,"GAUCHE",-4.06,-5.56
"18091","47237","Sainte-Colombe-de-Villeneuve","47",75,476,"LFN",49.35,36.76,17.66,43.12,35.55,"LFN",-6.23,-1.21
"18092","47238","Sainte-Colombe-en-Bruilhois","47",75,1660,"LFN",47.11,33.79,17.17,38.34,31,"GAUCHE",-8.77,-2.79
"18093","47239","Saint-Etienne-de-Fougères","47",75,851,"LFN",50.57,40.67,19.05,43.12,37.01,"LFN",-7.45,-3.66
"18094","47240","Saint-Etienne-de-Villeréal","47",75,308,"GAUCHE",32,27.44,18,34.8,21.43,"GAUCHE",2.8,-6.01
"18095","47241","Saint-Eutrope-de-Born","47",75,692,"GAUCHE",48.5,23.77,11.62,39.68,25.34,"GAUCHE",-8.82,1.57
"18096","47242","Saint-Front-sur-Lémance","47",75,555,"DROITE",45.2,31.65,16.16,39.11,32.13,"LUD",-6.09,0.480000000000004
"18097","47244","Sainte-Gemme-Martaillac","47",75,364,"DROITE",40.31,29.93,17.05,26.85,35.06,"LFN",-13.46,5.13
"18098","47245","Saint-Géraud","47",75,87,"GAUCHE",41.38,33.33,17.24,39.66,21.88,"GAUCHE",-1.72000000000001,-11.45
"18099","47246","Saint-Hilaire-de-Lusignan","47",75,1440,"LFN",44.93,36.54,19.24,38.66,34.26,"GAUCHE",-6.27,-2.28
"18100","47247","Saint-Jean-de-Duras","47",75,243,"GAUCHE",36.36,27.27,16.36,26.06,33.64,"GAUCHE",-10.3,6.37
"18101","47248","Saint-Jean-de-Thurac","47",75,505,"LFN",40.77,35.62,19.9,33.81,34.48,"GAUCHE",-6.96,-1.14
"18102","47249","Saint-Laurent","47",75,508,"LFN",45.89,36.65,18.67,32.91,32.34,"GAUCHE",-12.98,-4.31
"18103","47250","Saint-Léger","47",75,164,"DROITE",44.78,31.88,16.42,38.81,34.62,"LUD",-5.97,2.74
"18104","47251","Saint-Léon","47",75,308,"LFN",39.74,39.69,22.22,30.34,41.5,"LFN",-9.4,1.81
"18105","47252","Sainte-Livrade-sur-Lot","47",75,6074,"LFN",48.94,35.99,17.6,40.63,32.81,"GAUCHE",-8.31,-3.18
"18106","47253","Sainte-Marthe","47",75,532,"LFN",47.68,38.81,19.07,38.63,38.46,"LFN",-9.05,-0.350000000000001
"18107","47254","Saint-Martin-Curton","47",75,302,"GAUCHE",43.09,20.93,10.98,38.62,22.79,"GAUCHE",-4.47000000000001,1.86
"18108","47255","Saint-Martin-de-Beauville","47",75,178,"LFN",34.92,39.47,23.81,23.81,35.48,"LUD",-11.11,-3.99
"18109","47256","Saint-Martin-de-Villeréal","47",75,124,"DROITE",32.99,25.86,15.46,26.8,26.56,"LUD",-6.19,0.699999999999999
"18110","47257","Saint-Martin-Petit","47",75,479,"LFN",43.16,37.07,20,34.74,34.78,"LFN",-8.41999999999999,-2.29
"18111","47258","Sainte-Maure-de-Peyriac","47",75,338,"LFN",44.96,30,16.28,36.43,31.82,"LUD",-8.53,1.82
"18112","47259","Saint-Maurice-de-Lestapel","47",75,111,"LFN",38,35.09,20,24,35.14,"GAUCHE",-14,0.0499999999999972
"18113","47260","Saint-Maurin","47",75,470,"LFN",40.39,32.76,18.57,30.94,34.8,"LFN",-9.45,2.04
"18114","47262","Saint-Nicolas-de-la-Balerme","47",75,388,"LFN",45.33,42.76,22.49,43.94,40.38,"LFN",-1.39,-2.38
"18115","47263","Saint-Pardoux-du-Breuil","47",75,597,"LFN",47.61,40.26,19.33,40.75,39.49,"LFN",-6.86,-0.769999999999996
"18116","47264","Saint-Pardoux-Isaac","47",75,1198,"LFN",46.88,35.06,17.41,37.17,35.7,"GAUCHE",-9.71,0.640000000000001
"18117","47265","Saint-Pastour","47",75,400,"GAUCHE",46.21,25.85,13.1,37.24,26.9,"GAUCHE",-8.97,1.05
"18118","47266","Saint-Pé-Saint-Simon","47",75,223,"LFN",46.33,35.96,18.08,40.68,35.24,"GAUCHE",-5.65,-0.719999999999999
"18119","47267","Saint-Pierre-de-Buzet","47",75,295,"LFN",42.5,47.22,25.5,39,46.15,"LFN",-3.5,-1.07
"18120","47269","Saint-Pierre-de-Clairac","47",75,858,"LFN",45.98,37.4,19.11,37.81,31.93,"LUD",-8.16999999999999,-5.47
"18121","47271","Saint-Pierre-sur-Dropt","47",75,292,"LFN",42.92,32.76,17.35,23.29,34.59,"GAUCHE",-19.63,1.83000000000001
"18122","47272","Saint-Quentin-du-Dropt","47",75,189,"DROITE",36.11,25.3,14.58,24.31,23.76,"GAUCHE",-11.8,-1.54
"18123","47273","Saint-Robert","47",75,188,"GAUCHE",43.79,30,15.69,39.22,38.37,"GAUCHE",-4.57,8.37
"18124","47274","Saint-Romain-le-Noble","47",75,415,"LFN",49.39,43.75,21.21,40.91,41.21,"LFN",-8.48,-2.54
"18125","47275","Saint-Salvy","47",75,174,"LFN",28.37,59.34,38.3,22.7,57.28,"LFN",-5.67,-2.06
"18126","47276","Saint-Sardos","47",75,303,"LFN",40.61,36.36,20.96,39.3,35.82,"LUD",-1.31,-0.539999999999999
"18127","47277","Saint-Sauveur-de-Meilhan","47",75,324,"DROITE",35.5,25.36,15.15,25.54,33.54,"GAUCHE",-9.96,8.18
"18128","47278","Saint-Sernin","47",75,426,"LFN",46.07,36.5,18.73,38.2,40.63,"LFN",-7.87,4.13
"18129","47279","Saint-Sixte","47",75,341,"LFN",47.37,33.57,16.49,39.3,33.33,"GAUCHE",-8.07,-0.240000000000002
"18130","47280","Saint-Sylvestre-sur-Lot","47",75,2296,"LFN",42.85,36.23,19.72,35.41,34.44,"LFN",-7.44,-1.79
"18131","47281","Saint-Urcisse","47",75,228,"LFN",41.21,40.37,22.11,30.15,37.4,"LFN",-11.06,-2.97
"18132","47282","Saint-Vincent-de-Lamontjoie","47",75,257,"LFN",36.02,33.83,21.33,34.12,33.33,"LUD",-1.90000000000001,-0.5
"18133","47283","Saint-Vite","47",75,1220,"GAUCHE",48.89,27.39,13.09,41.73,28.47,"GAUCHE",-7.16,1.08
"18134","47284","Salles","47",75,299,"LFN",33.64,34.29,21.82,30,39.16,"LFN",-3.64,4.87
"18135","47285","Samazan","47",75,837,"LFN",40,33.52,19.03,33.06,33.68,"GAUCHE",-6.94,0.159999999999997
"18136","47286","Sauméjan","47",75,78,"GAUCHE",30.68,32.08,19.32,30.68,22.81,"GAUCHE",0,-9.27
"18137","47287","Saumont","47",75,245,"LFN",40.22,30.61,16.76,36.31,24.76,"GAUCHE",-3.91,-5.85
"18138","47288","Sauvagnas","47",75,489,"GAUCHE",37.99,25.7,15.36,31.84,28.39,"LUD",-6.15,2.69
"18139","47289","La Sauvetat-de-Savères","47",75,555,"LFN",49.16,41.62,20.22,39.89,43.2,"LFN",-9.27,1.58000000000001
"18140","47290","La Sauvetat-du-Dropt","47",75,572,"LFN",46.73,40.3,20.35,42.71,42.59,"LFN",-4.02,2.29000000000001
"18141","47291","La Sauvetat-sur-Lède","47",75,668,"DROITE",42.59,27.92,15.51,37.73,27.24,"LUD",-4.86000000000001,-0.680000000000003
"18142","47292","Sauveterre-la-Lémance","47",75,569,"DROITE",40.14,30.17,16.63,32.78,33.83,"LUD",-7.36,3.66
"18143","47293","Sauveterre-Saint-Denis","47",75,437,"LFN",37.18,47.06,28.21,33.97,44.97,"LFN",-3.21,-2.09
"18144","47294","Savignac-de-Duras","47",75,221,"LFN",41.4,37.5,19.11,36.94,35.48,"LUD",-4.46,-2.02
"18145","47295","Savignac-sur-Leyze","47",75,312,"LFN",40.81,33.33,18.83,31.39,29.93,"GAUCHE",-9.42,-3.4
