"","lepen","sarkozy","hollande","INSEE","PCwinner","winner"
"5630",20.76,27.59,29.62,"16145",29.62,"hollande"
"5631",20.35,23.7,31.13,"16146",31.13,"hollande"
"5632",34.66,23.3,21.59,"16147",34.66,"lepen"
"5633",18.62,25.72,32.63,"16148",32.63,"hollande"
"5634",14.85,15.13,35.85,"16149",35.85,"hollande"
"5635",19.31,26.56,29.93,"16150",29.93,"hollande"
"5636",18.14,22.88,33.22,"16151",33.22,"hollande"
"5637",16.46,26.83,32.72,"16152",32.72,"hollande"
"5638",23.08,25.52,32.17,"16153",32.17,"hollande"
"5639",16.15,21.44,36.06,"16154",36.06,"hollande"
"5640",19.23,25.96,32.69,"16155",32.69,"hollande"
"5641",22.77,14.85,38.12,"16156",38.12,"hollande"
"5642",16.07,16.07,36.61,"16157",36.61,"hollande"
"5643",21.32,21.32,30.46,"16158",30.46,"hollande"
"5644",25.79,32.09,20.34,"16160",32.09,"sarkozy"
"5645",27,17,27,"16161",27,"hollande"
"5646",15.52,37.93,20.69,"16162",37.93,"sarkozy"
"5647",20.97,28.36,25.49,"16163",28.36,"sarkozy"
"5648",21.71,13.71,27.43,"16164",27.43,"hollande"
"5649",20.17,23.53,24.37,"16165",24.37,"hollande"
"5650",14.3,22.49,37.11,"16166",37.11,"hollande"
"5651",13.62,27.24,35.5,"16167",35.5,"hollande"
"5652",17.66,17.85,31.09,"16168",31.09,"hollande"
"5653",15.87,32.28,23.02,"16169",32.28,"sarkozy"
"5654",17.06,32.94,23.81,"16170",32.94,"sarkozy"
"5655",22.74,25.67,25.67,"16171",25.67,"hollande"
"5656",18.18,29.87,23.38,"16172",29.87,"sarkozy"
"5657",16.24,21.37,32.48,"16173",32.48,"hollande"
"5658",22.26,26.77,23.87,"16174",26.77,"sarkozy"
"5659",18.96,27.22,29.66,"16175",29.66,"hollande"
"5660",13.64,31.36,25.45,"16176",31.36,"sarkozy"
"5661",16.44,45.21,17.81,"16177",45.21,"sarkozy"
"5662",14.04,31.58,21.93,"16178",31.58,"sarkozy"
"5663",25.52,19.31,23.45,"16179",25.52,"lepen"
"5664",16.33,25.85,29.25,"16180",29.25,"hollande"
"5665",22.57,12.86,33.43,"16181",33.43,"hollande"
"5666",19.78,24.46,33.09,"16182",33.09,"hollande"
"5667",14.66,24.14,31.03,"16183",31.03,"hollande"
"5668",22.86,15.71,22.86,"16184",22.86,"hollande"
"5669",14.52,25.81,41.94,"16185",41.94,"hollande"
"5670",19.83,39.66,19.25,"16186",39.66,"sarkozy"
"5671",14.3,23.15,40.06,"16187",40.06,"hollande"
"5672",19.91,11.37,31.75,"16188",31.75,"hollande"
"5673",18.42,23.03,26.97,"16189",26.97,"hollande"
"5674",17.8,23.73,28.81,"16190",28.81,"hollande"
"5675",16.83,25.74,24.75,"16191",25.74,"sarkozy"
"5676",16.12,17.21,40.85,"16192",40.85,"hollande"
"5677",24.75,24.89,25.6,"16193",25.6,"hollande"
"5678",17.71,20.83,35.42,"16194",35.42,"hollande"
"5679",21.51,8.6,37.63,"16195",37.63,"hollande"
"5680",21.86,22.06,36.91,"16196",36.91,"hollande"
"5681",14.49,23.19,20.29,"16197",23.19,"sarkozy"
"5682",22.36,26.4,24.84,"16198",26.4,"sarkozy"
"5683",13.87,21.27,35.9,"16199",35.9,"hollande"
"5684",20.59,12.94,38.53,"16200",38.53,"hollande"
"5685",28.93,23.97,25.62,"16201",28.93,"lepen"
"5686",21.67,26.6,26.11,"16202",26.6,"sarkozy"
"5687",30.67,32,20,"16203",32,"sarkozy"
"5688",20.08,27.05,23.36,"16204",27.05,"sarkozy"
"5689",22.75,20.79,30.06,"16205",30.06,"hollande"
"5690",18.52,24.84,30.83,"16206",30.83,"hollande"
"5691",18.07,19.58,34.04,"16207",34.04,"hollande"
"5692",24.61,21.09,35.16,"16208",35.16,"hollande"
"5693",17.8,17,31.8,"16209",31.8,"hollande"
"5694",20.72,17.33,33.15,"16210",33.15,"hollande"
"5695",18.33,30,30.83,"16211",30.83,"hollande"
"5696",17.22,34.07,25.64,"16212",34.07,"sarkozy"
"5697",12.61,23.95,31.93,"16213",31.93,"hollande"
"5698",13.21,20.75,30.19,"16214",30.19,"hollande"
"5699",19.27,23.85,31.19,"16215",31.19,"hollande"
"5700",16.31,28.88,28.49,"16216",28.88,"sarkozy"
"5701",18.81,20.15,32.44,"16217",32.44,"hollande"
"5702",30.2,20.39,26.67,"16218",30.2,"lepen"
"5703",23.37,23.64,29.89,"16220",29.89,"hollande"
"5704",21.98,30.22,30.22,"16221",30.22,"hollande"
"5705",15.11,32.89,28.44,"16222",32.89,"sarkozy"
"5706",15.2,26.7,34.02,"16223",34.02,"hollande"
"5707",16.11,25.83,28.33,"16224",28.33,"hollande"
"5708",14.4,22.88,34.19,"16225",34.19,"hollande"
"5709",21.57,26.41,26.01,"16226",26.41,"sarkozy"
"5710",15.56,23.33,31.11,"16227",31.11,"hollande"
"5711",27.66,18.09,26.6,"16228",27.66,"lepen"
"5712",24.56,26.32,19.3,"16229",26.32,"sarkozy"
"5713",15.85,25.54,33.69,"16230",33.69,"hollande"
"5714",14.21,16.24,30.96,"16231",30.96,"hollande"
"5715",16.74,16.6,33.61,"16232",33.61,"hollande"
"5716",24.53,24.21,27.99,"16233",27.99,"hollande"
"5717",24.73,25.37,31.56,"16234",31.56,"hollande"
"5718",17.44,20.66,33.9,"16236",33.9,"hollande"
"5719",15.76,21.82,33.33,"16237",33.33,"hollande"
"5720",23.29,20.55,30.14,"16238",30.14,"hollande"
"5721",6.02,16.87,33.73,"16239",33.73,"hollande"
"5722",15.52,24.14,25.86,"16240",25.86,"hollande"
"5723",23.97,13.01,26.71,"16241",26.71,"hollande"
"5724",21.69,21,29.35,"16242",29.35,"hollande"
"5725",19.94,26.4,31.56,"16243",31.56,"hollande"
"5726",20.28,22.72,34.91,"16244",34.91,"hollande"
"5727",20.49,13.44,36.72,"16245",36.72,"hollande"
"5728",16.58,21.93,32.62,"16246",32.62,"hollande"
"5729",25.62,26.45,32.23,"16247",32.23,"hollande"
"5730",18.25,31.39,24.82,"16248",31.39,"sarkozy"
"5731",19.88,17.54,36.26,"16249",36.26,"hollande"
"5732",20.25,24.68,29.11,"16250",29.11,"hollande"
"5733",21.6,20.99,31.48,"16251",31.48,"hollande"
"5734",20.35,21.24,30.09,"16252",30.09,"hollande"
"5735",15.64,27.98,34.57,"16253",34.57,"hollande"
"5736",24.54,19.63,30.06,"16254",30.06,"hollande"
"5737",11.36,28.41,20.45,"16255",28.41,"sarkozy"
"5738",12.69,20.9,31.34,"16256",31.34,"hollande"
"5739",15.24,29.05,32.86,"16257",32.86,"hollande"
"5740",16.56,21.75,31.82,"16258",31.82,"hollande"
"5741",15.36,17.17,36.14,"16259",36.14,"hollande"
"5742",25.15,22.7,28.22,"16260",28.22,"hollande"
"5743",20.96,24.05,30.58,"16261",30.58,"hollande"
"5744",11.11,18.18,49.49,"16262",49.49,"hollande"
"5745",17.32,19.48,29.44,"16263",29.44,"hollande"
"5746",13.6,26.32,32.46,"16264",32.46,"hollande"
"5747",17.46,47.62,17.46,"16267",47.62,"sarkozy"
"5748",14.62,28.46,34.62,"16268",34.62,"hollande"
"5749",20.62,19.48,31.33,"16269",31.33,"hollande"
"5750",13.2,15.6,33.2,"16270",33.2,"hollande"
"5751",11.31,26.43,35.34,"16271",35.34,"hollande"
"5752",18.54,30.09,31.61,"16272",31.61,"hollande"
"5753",16.33,24.49,36.73,"16273",36.73,"hollande"
"5754",21.89,24.91,30.19,"16274",30.19,"hollande"
"5755",14.29,23.21,39.29,"16275",39.29,"hollande"
"5756",17.63,26.22,27.15,"16276",27.15,"hollande"
"5757",22.79,22.51,31.91,"16277",31.91,"hollande"
"5758",13.77,28.14,36.53,"16279",36.53,"hollande"
"5759",17.12,19.2,39.1,"16280",39.1,"hollande"
"5760",14.01,28.52,33.37,"16281",33.37,"hollande"
"5761",20.51,21.79,32.05,"16282",32.05,"hollande"
"5762",20.43,23.12,31.18,"16283",31.18,"hollande"
"5763",22.47,19.1,24.72,"16284",24.72,"hollande"
"5764",16.03,24.74,36.59,"16285",36.59,"hollande"
"5765",20.91,22.62,31.65,"16286",31.65,"hollande"
"5766",21.11,22.16,31.22,"16287",31.22,"hollande"
"5767",21.76,27.06,24.71,"16289",27.06,"sarkozy"
"5768",7.53,26.03,39.73,"16290",39.73,"hollande"
"5769",15.51,17.94,38.11,"16291",38.11,"hollande"
"5770",15.65,23.4,36.31,"16292",36.31,"hollande"
"5771",23.26,18.99,37.98,"16293",37.98,"hollande"
"5772",14.06,21.43,35.94,"16294",35.94,"hollande"
"5773",20.7,21.45,31.42,"16295",31.42,"hollande"
"5774",18.93,24.27,29.13,"16296",29.13,"hollande"
"5775",16.88,27.27,28.57,"16297",28.57,"hollande"
"5776",18.77,28.33,25.26,"16298",28.33,"sarkozy"
"5777",18.85,22.51,36.91,"16300",36.91,"hollande"
"5778",13.92,25.32,24.68,"16301",25.32,"sarkozy"
"5779",18.42,29.82,30.7,"16302",30.7,"hollande"
"5780",23.29,27.4,23.74,"16303",27.4,"sarkozy"
"5781",15.86,33.43,26,"16304",33.43,"sarkozy"
"5782",20.75,16.04,29.25,"16306",29.25,"hollande"
"5783",17.35,27.04,30.1,"16307",30.1,"hollande"
"5784",19.73,25.21,33.17,"16308",33.17,"hollande"
"5785",15.32,20.72,24.32,"16309",24.32,"hollande"
"5786",28.4,17.16,26.04,"16310",28.4,"lepen"
"5787",22.37,23.11,30.87,"16312",30.87,"hollande"
"5788",22.03,16.95,33.9,"16314",33.9,"hollande"
"5789",13.64,32.95,27.27,"16315",32.95,"sarkozy"
"5790",22.36,30.08,19.92,"16316",30.08,"sarkozy"
"5791",25.94,20.31,36.25,"16317",36.25,"hollande"
"5792",23.81,19.05,29.76,"16318",29.76,"hollande"
"5793",22.54,24.14,29.38,"16320",29.38,"hollande"
"5794",11.43,37.14,17.14,"16321",37.14,"sarkozy"
"5795",9.52,25.4,31.75,"16322",31.75,"hollande"
"5796",21.65,18.52,29.06,"16323",29.06,"hollande"
"5797",22.78,13.92,35.44,"16325",35.44,"hollande"
"5798",14.58,35.42,31.25,"16326",35.42,"sarkozy"
"5799",20.2,26.11,25.62,"16328",26.11,"sarkozy"
"5800",17.61,14.78,40.43,"16329",40.43,"hollande"
"5801",19.44,20.75,29.25,"16330",29.25,"hollande"
"5802",17.91,26.87,16.42,"16331",26.87,"sarkozy"
"5803",15.91,28.41,29.55,"16332",29.55,"hollande"
"5804",20.65,28.26,22.83,"16334",28.26,"sarkozy"
"5805",27.47,20.88,20.88,"16335",27.47,"lepen"
"5806",19.59,24.9,33.88,"16336",33.88,"hollande"
"5807",14.95,16.94,32.39,"16337",32.39,"hollande"
"5808",25.65,25.13,28.27,"16338",28.27,"hollande"
"5809",21.93,24.06,32.09,"16339",32.09,"hollande"
"5810",18.99,22.7,30.27,"16340",30.27,"hollande"
"5811",17.02,17.43,40.66,"16341",40.66,"hollande"
"5812",17.58,41.76,15.93,"16342",41.76,"sarkozy"
"5813",15.17,32.02,29.78,"16343",32.02,"sarkozy"
"5814",18.64,26.33,31.21,"16344",31.21,"hollande"
"5815",17.57,16.89,28.38,"16345",28.38,"hollande"
"5816",26.34,20.43,23.66,"16346",26.34,"lepen"
"5817",20.15,24.91,28.94,"16347",28.94,"hollande"
"5818",19.3,19.96,35.11,"16348",35.11,"hollande"
"5819",28.09,17.98,30.9,"16349",30.9,"hollande"
"5820",22.08,19.29,35.62,"16350",35.62,"hollande"
"5821",18.98,24.06,27.81,"16351",27.81,"hollande"
"5822",17.81,23.97,30.82,"16352",30.82,"hollande"
"5823",21.03,16.97,34.5,"16353",34.5,"hollande"
"5824",5.63,19.72,36.62,"16354",36.62,"hollande"
"5825",23.08,23.34,28.29,"16355",28.29,"hollande"
"5826",20.69,10.34,37.93,"16356",37.93,"hollande"
"5827",28.26,30.43,22.83,"16357",30.43,"sarkozy"
"5828",16.19,22.15,34.41,"16358",34.41,"hollande"
"5829",21.5,26.98,23.09,"16359",26.98,"sarkozy"
"5830",19.14,27.72,29.7,"16360",29.7,"hollande"
"5831",21.68,17.7,30.53,"16361",30.53,"hollande"
"5832",19.34,27.36,26.42,"16362",27.36,"sarkozy"
"5833",15.15,25.59,27.61,"16363",27.61,"hollande"
"5834",28.57,30.61,16.33,"16364",30.61,"sarkozy"
"5835",41.18,17.65,17.65,"16365",41.18,"lepen"
"5836",18.41,30.01,22.43,"16366",30.01,"sarkozy"
"5837",20.54,20.92,32.63,"16368",32.63,"hollande"
"5838",19.97,24.3,36.38,"16369",36.38,"hollande"
"5839",21.13,17.67,33.55,"16370",33.55,"hollande"
"5840",25.5,25.5,18.79,"16371",25.5,"sarkozy"
"5841",32.11,16.51,28.44,"16372",32.11,"lepen"
"5842",14.38,21.23,45.89,"16373",45.89,"hollande"
"5843",16.42,21.09,37.15,"16374",37.15,"hollande"
"5844",15.91,17.73,36.36,"16375",36.36,"hollande"
"5845",13.86,25.3,34.34,"16376",34.34,"hollande"
"5846",30.77,12.31,30.77,"16377",30.77,"hollande"
"5847",14.95,17.78,31.96,"16378",31.96,"hollande"
"5848",20.7,16.7,34.94,"16379",34.94,"hollande"
"5849",19.91,16.02,34.63,"16380",34.63,"hollande"
"5850",19.19,16.16,29.29,"16381",29.29,"hollande"
"5851",18.4,22.86,29.55,"16382",29.55,"hollande"
"5852",25.63,22.06,30.46,"16383",30.46,"hollande"
"5853",18.25,21.34,33.93,"16384",33.93,"hollande"
"5854",17.93,18.93,36.86,"16385",36.86,"hollande"
"5855",25.19,34.44,21.48,"16386",34.44,"sarkozy"
"5856",19.78,28.78,34.89,"16387",34.89,"hollande"
"5857",21.19,21.38,32.34,"16388",32.34,"hollande"
"5858",12.5,8.93,44.64,"16389",44.64,"hollande"
"5859",15.74,27.41,37.56,"16390",37.56,"hollande"
"5860",19,22,30,"16391",30,"hollande"
"5861",23.08,17.48,29.37,"16392",29.37,"hollande"
"5862",22.9,21.33,30.82,"16393",30.82,"hollande"
"5863",20.63,41.27,12.7,"16394",41.27,"sarkozy"
"5864",13.49,24.19,31.63,"16395",31.63,"hollande"
"5865",19.4,22.39,32.84,"16396",32.84,"hollande"
"5866",18.66,25.75,33.58,"16397",33.58,"hollande"
"5867",15.38,27.69,20,"16398",27.69,"sarkozy"
"5868",17.11,38.16,15.79,"16399",38.16,"sarkozy"
"5869",14.21,25.63,33.5,"16400",33.5,"hollande"
"5870",27.37,22.11,27.37,"16401",27.37,"hollande"
"5871",23.16,21.47,32.77,"16402",32.77,"hollande"
"5872",16.67,22.73,33.33,"16403",33.33,"hollande"
"5873",10.14,24.64,36.23,"16404",36.23,"hollande"
"5874",25.66,31.86,23.89,"16405",31.86,"sarkozy"
"5875",23.75,15.42,32.5,"16406",32.5,"hollande"
"5876",17.73,25.86,30.54,"16408",30.54,"hollande"
"5877",14.64,24.34,34.21,"16409",34.21,"hollande"
"5878",20.93,18.6,29.65,"16410",29.65,"hollande"
"5879",18.35,27.39,32.98,"16411",32.98,"hollande"
"5880",24.88,15.67,27.19,"16412",27.19,"hollande"
"5881",21.62,17.57,40.54,"16413",40.54,"hollande"
"5882",22.18,12.06,42.02,"16414",42.02,"hollande"
"5883",17.75,19.97,35.21,"16415",35.21,"hollande"
"5884",16.96,19.88,31.58,"16416",31.58,"hollande"
"5885",26.6,28.72,19.15,"16417",28.72,"sarkozy"
"5886",17.07,19.83,37.16,"16418",37.16,"hollande"
"5887",20.16,30.24,27.42,"16419",30.24,"sarkozy"
"5888",19.9,23.88,29.85,"16420",29.85,"hollande"
"5889",24.28,22.46,28.99,"16421",28.99,"hollande"
"5890",21.63,16.35,34.13,"16422",34.13,"hollande"
"5891",25.63,28.14,22.11,"16423",28.14,"sarkozy"
"5892",23.24,23.59,28.52,"16424",28.52,"hollande"
"5893",16.91,19.77,33.81,"16425",33.81,"hollande"
"5894",20.51,28.21,23.08,"17002",28.21,"sarkozy"
"5895",16.12,23.02,33.59,"17003",33.59,"hollande"
"5896",11.68,41.62,18.27,"17004",41.62,"sarkozy"
"5897",20,27.5,23.33,"17005",27.5,"sarkozy"
"5898",26.74,37.21,17.44,"17006",37.21,"sarkozy"
"5899",21.18,24.63,25.12,"17007",25.12,"hollande"
"5900",15.88,23.83,32.37,"17008",32.37,"hollande"
"5901",21.02,23.14,31,"17009",31,"hollande"
"5902",11.86,27.74,32.46,"17010",32.46,"hollande"
"5903",16.13,23.96,25.81,"17011",25.81,"hollande"
"5904",13.89,29.63,18.52,"17012",29.63,"sarkozy"
"5905",18.06,25.99,30.4,"17013",30.4,"hollande"
"5906",24.04,26.74,20.9,"17015",26.74,"sarkozy"
"5907",21.81,28.41,26.43,"17016",28.41,"sarkozy"
"5908",26.47,27.54,19.52,"17017",27.54,"sarkozy"
"5909",23.69,23.48,26.21,"17018",26.21,"hollande"
"5910",12.98,41.09,19.96,"17019",41.09,"sarkozy"
"5911",15.53,30.1,22.82,"17020",30.1,"sarkozy"
"5912",25.94,30.83,22.02,"17021",30.83,"sarkozy"
"5913",23.96,24.46,25.46,"17022",25.46,"hollande"
"5914",29.86,25.59,21.8,"17023",29.86,"lepen"
"5915",21.85,29.14,26.82,"17024",29.14,"sarkozy"
"5916",21.9,24.57,30.9,"17025",30.9,"hollande"
"5917",21.22,31.65,27.7,"17026",31.65,"sarkozy"
"5918",19.05,21.73,32.44,"17027",32.44,"hollande"
"5919",13.12,22.88,35.42,"17028",35.42,"hollande"
"5920",14.73,21.71,38.76,"17029",38.76,"hollande"
"5921",19.45,31.91,21.28,"17030",31.91,"sarkozy"
"5922",21.9,14.6,34.31,"17031",34.31,"hollande"
"5923",21.43,23.47,26.79,"17032",26.79,"hollande"
"5924",35.07,18.4,30.56,"17033",35.07,"lepen"
"5925",23.72,30.29,19.71,"17034",30.29,"sarkozy"
"5926",26.67,26.67,26.67,"17035",26.67,"hollande"
"5927",26.81,25.64,20.75,"17036",26.81,"lepen"
"5928",23.32,22.02,28.76,"17037",28.76,"hollande"
"5929",27.91,16.61,23.59,"17038",27.91,"lepen"
"5930",30.51,24.58,19.49,"17039",30.51,"lepen"
"5931",27.34,26.59,21.72,"17040",27.34,"lepen"
"5932",18.18,24.35,24.84,"17041",24.84,"hollande"
"5933",21.37,22.58,31.05,"17042",31.05,"hollande"
"5934",25.76,23.38,28.14,"17043",28.14,"hollande"
"5935",25,21.96,26.28,"17044",26.28,"hollande"
"5936",32.15,22.9,23.57,"17045",32.15,"lepen"
"5937",19.78,27.24,20.9,"17046",27.24,"sarkozy"
"5938",29.8,33.77,18.54,"17047",33.77,"sarkozy"
"5939",16.13,32.72,25.35,"17048",32.72,"sarkozy"
"5940",5.45,43.64,20,"17049",43.64,"sarkozy"
"5941",27.3,26.24,18.79,"17050",27.3,"lepen"
"5942",12.3,41.12,23.84,"17051",41.12,"sarkozy"
"5943",25.34,21.72,23.98,"17052",25.34,"lepen"
"5944",25.59,26.38,22.05,"17053",26.38,"sarkozy"
"5945",17.99,15.11,28.06,"17054",28.06,"hollande"
"5946",26.28,18.25,34.31,"17055",34.31,"hollande"
"5947",26.69,25.46,25.46,"17056",26.69,"lepen"
"5948",17.48,20.57,28.79,"17057",28.79,"hollande"
"5949",22.75,33.1,20.32,"17058",33.1,"sarkozy"
"5950",13.44,25.74,33.24,"17059",33.24,"hollande"
"5951",25,33.33,23.48,"17060",33.33,"sarkozy"
"5952",22.22,15.56,34.44,"17061",34.44,"hollande"
"5953",20,15.88,31.18,"17062",31.18,"hollande"
"5954",19.92,22.27,24.22,"17063",24.22,"hollande"
"5955",17.36,36.11,23.7,"17064",36.11,"sarkozy"
"5956",15.5,26.25,29.72,"17065",29.72,"hollande"
"5957",19.67,37.16,15.85,"17066",37.16,"sarkozy"
"5958",19.85,29.77,22.14,"17067",29.77,"sarkozy"
"5959",15.12,36.05,29.07,"17068",36.05,"sarkozy"
"5960",26.39,25.69,15.97,"17069",26.39,"lepen"
"5961",23.66,25.05,27.63,"17070",27.63,"hollande"
"5962",20.34,33.1,17.59,"17071",33.1,"sarkozy"
"5963",19.89,28.33,27.54,"17072",28.33,"sarkozy"
"5964",19.03,23.88,27.54,"17073",27.54,"hollande"
"5965",27.41,20.3,25.72,"17074",27.41,"lepen"
"5966",27.12,23.91,26.48,"17075",27.12,"lepen"
"5967",18.69,22.73,28.28,"17076",28.28,"hollande"
"5968",26.19,26.96,25.55,"17077",26.96,"sarkozy"
"5969",28.13,30.56,19.44,"17078",30.56,"sarkozy"
"5970",20.57,31.38,20.69,"17079",31.38,"sarkozy"
"5971",21.15,23.52,25.69,"17080",25.69,"hollande"
"5972",24.47,18.14,33.76,"17081",33.76,"hollande"
"5973",16.57,32.23,23.19,"17082",32.23,"sarkozy"
"5974",22.96,32.45,19.53,"17083",32.45,"sarkozy"
"5975",21.68,27.75,20.23,"17084",27.75,"sarkozy"
"5976",18.26,25.31,24.9,"17085",25.31,"sarkozy"
"5977",19.53,27.31,25.49,"17086",27.31,"sarkozy"
"5978",16.35,36.54,27.88,"17087",36.54,"sarkozy"
"5979",13.75,22.22,29.94,"17089",29.94,"hollande"
"5980",25.97,23.53,26.15,"17091",26.15,"hollande"
"5981",27.68,27.68,25.89,"17092",27.68,"sarkozy"
"5982",16.77,34.46,23.24,"17093",34.46,"sarkozy"
"5983",11.83,34.07,28.94,"17094",34.07,"sarkozy"
"5984",20.14,24.31,32.64,"17095",32.64,"hollande"
"5985",25,21.43,17.86,"17096",25,"lepen"
"5986",20.77,35.33,19.91,"17097",35.33,"sarkozy"
"5987",24.38,34.24,19.95,"17098",34.24,"sarkozy"
"5988",18.91,23.7,34.57,"17099",34.57,"hollande"
"5989",14.21,27.59,32.28,"17100",32.28,"hollande"
"5990",19.29,23.86,31.47,"17101",31.47,"hollande"
"5991",18.11,24.19,29.9,"17102",29.9,"hollande"
"5992",17.05,19.32,35.23,"17103",35.23,"hollande"
"5993",18.06,24.68,29.52,"17104",29.52,"hollande"
"5994",15.1,28.98,35.1,"17105",35.1,"hollande"
"5995",26.75,31.21,24.84,"17106",31.21,"sarkozy"
"5996",23.24,24.8,23.87,"17107",24.8,"sarkozy"
"5997",19.77,21.32,34.88,"17108",34.88,"hollande"
"5998",14.71,27.04,32.54,"17109",32.54,"hollande"
"5999",18.01,18.01,34.89,"17110",34.89,"hollande"
"6000",22.12,27.6,29.49,"17111",29.49,"hollande"
"6001",19.89,34.66,23.01,"17112",34.66,"sarkozy"
"6002",33.17,23.97,20.34,"17113",33.17,"lepen"
"6003",14.6,29.2,32.85,"17114",32.85,"hollande"
"6004",17.59,21.3,32.41,"17115",32.41,"hollande"
"6005",21.69,27.71,22.29,"17116",27.71,"sarkozy"
"6006",12.94,22.35,32.94,"17117",32.94,"hollande"
"6007",24.36,17.95,27.78,"17118",27.78,"hollande"
"6008",25.31,27.03,24.38,"17119",27.03,"sarkozy"
"6009",21.38,24.54,26.68,"17120",26.68,"hollande"
"6010",8.78,50.19,19.79,"17121",50.19,"sarkozy"
"6011",22.98,34.16,18.63,"17122",34.16,"sarkozy"
"6012",22.78,23.33,22.78,"17124",23.33,"sarkozy"
"6013",16.07,21.31,33.77,"17125",33.77,"hollande"
"6014",25.52,18.75,30.21,"17126",30.21,"hollande"
"6015",19.68,25.14,27.42,"17127",27.42,"hollande"
"6016",20.63,22.87,26.68,"17128",26.68,"hollande"
"6017",33.8,29.23,18.31,"17129",33.8,"lepen"
"6018",24.59,17.7,32.79,"17130",32.79,"hollande"
"6019",23.31,32.38,21.54,"17131",32.38,"sarkozy"
"6020",22.79,19.3,31.9,"17132",31.9,"hollande"
"6021",21.33,29.6,21.87,"17133",29.6,"sarkozy"
"6022",17.25,25.1,27.06,"17134",27.06,"hollande"
"6023",18.24,20.75,32.08,"17135",32.08,"hollande"
"6024",17.68,25.51,28.84,"17136",28.84,"hollande"
"6025",16.44,11.64,49.32,"17137",49.32,"hollande"
"6026",13.76,34.39,24.87,"17138",34.39,"sarkozy"
"6027",13.66,36.56,21.59,"17139",36.56,"sarkozy"
"6028",20.82,35.61,21.79,"17140",35.61,"sarkozy"
"6029",16.83,26.07,25.41,"17141",26.07,"sarkozy"
"6030",12.11,28.83,31.61,"17142",31.61,"hollande"
"6031",20.27,18,30.75,"17143",30.75,"hollande"
"6032",20.27,29.24,24.58,"17145",29.24,"sarkozy"
"6033",20.93,27.21,26.98,"17146",27.21,"sarkozy"
"6034",23.33,18.72,30.01,"17147",30.01,"hollande"
"6035",14.63,22.11,25.51,"17148",25.51,"hollande"
"6036",21.62,18.92,51.35,"17149",51.35,"hollande"
"6037",24.71,24.12,28.53,"17150",28.53,"hollande"
"6038",23.13,31.45,25.62,"17151",31.45,"sarkozy"
"6039",27.42,33.61,17.73,"17152",33.61,"sarkozy"
"6040",17.81,19.61,34.14,"17153",34.14,"hollande"
"6041",19.63,25.73,22.28,"17154",25.73,"sarkozy"
"6042",21.63,30.91,22.13,"17155",30.91,"sarkozy"
"6043",21.52,22.78,27.85,"17156",27.85,"hollande"
"6044",24.51,18.63,24.51,"17157",24.51,"hollande"
"6045",21.94,19.17,29.33,"17158",29.33,"hollande"
"6046",25.21,20.59,24.37,"17159",25.21,"lepen"
"6047",22.11,32.66,23.12,"17160",32.66,"sarkozy"
"6048",15.17,41.32,22.74,"17161",41.32,"sarkozy"
"6049",13.76,38.53,24.77,"17162",38.53,"sarkozy"
"6050",23.51,21,21.63,"17163",23.51,"lepen"
"6051",14.79,24.71,33.03,"17164",33.03,"hollande"
"6052",26.46,35.41,22.18,"17165",35.41,"sarkozy"
"6053",25.94,19.8,27.48,"17166",27.48,"hollande"
"6054",32.38,22.14,24.76,"17167",32.38,"lepen"
"6055",13.86,35.31,28.22,"17168",35.31,"sarkozy"
"6056",4.55,13.64,50,"17169",50,"hollande"
"6057",18.12,24.71,29.18,"17171",29.18,"hollande"
"6058",20.67,31.13,24.52,"17172",31.13,"sarkozy"
"6059",30.98,21.2,18.48,"17173",30.98,"lepen"
"6060",21.41,31.48,22.06,"17174",31.48,"sarkozy"
"6061",27.45,22.41,24.09,"17175",27.45,"lepen"
"6062",18.64,37.29,10.17,"17176",37.29,"sarkozy"
"6063",17.57,25.68,29.73,"17177",29.73,"hollande"
"6064",23.4,25.53,19.15,"17178",25.53,"sarkozy"
"6065",18.78,28.16,23.88,"17179",28.16,"sarkozy"
"6066",32.88,8.22,35.62,"17180",35.62,"hollande"
"6067",22.39,20.4,29.85,"17181",29.85,"hollande"
"6068",25.08,18.24,31.92,"17182",31.92,"hollande"
"6069",25.67,35.74,13.69,"17183",35.74,"sarkozy"
"6070",22.09,26.07,21.78,"17184",26.07,"sarkozy"
"6071",25.05,29.02,21.44,"17185",29.02,"sarkozy"
"6072",17.2,26.78,24.57,"17186",26.78,"sarkozy"
"6073",23.36,29.2,27.74,"17187",29.2,"sarkozy"
"6074",13.7,20.89,41.1,"17188",41.1,"hollande"
"6075",21.93,32.31,22.17,"17189",32.31,"sarkozy"
"6076",10.5,28.33,35.31,"17190",35.31,"hollande"
"6077",22.57,19.47,31.86,"17191",31.86,"hollande"
"6078",17.23,23.76,27.72,"17192",27.72,"hollande"
"6079",14.39,24.35,32.67,"17193",32.67,"hollande"
"6080",14,22.91,33.85,"17194",33.85,"hollande"
"6081",18.04,21.13,29.9,"17195",29.9,"hollande"
"6082",20.83,32.99,21.53,"17196",32.99,"sarkozy"
"6083",12.97,27.6,33.35,"17197",33.35,"hollande"
"6084",16.47,26.47,23.53,"17198",26.47,"sarkozy"
"6085",27.5,22.5,37.5,"17199",37.5,"hollande"
"6086",11.38,32.57,31.55,"17200",32.57,"sarkozy"
"6087",20.09,31.62,23.08,"17201",31.62,"sarkozy"
