CODGEO,P12_POP
72123,67
72124,4669
72125,309
72126,295
72127,1991
72128,369
72129,796
72130,605
72131,608
72132,9074
72133,1514
72134,559
72135,617
72136,344
72137,939
72138,2102
72139,1010
72141,971
72142,158
72143,1971
72144,366
72145,390
72146,2844
72147,1066
72148,91
72149,628
72150,1301
72151,1193
72152,477
72153,570
72154,14963
72155,2416
72156,942
72157,738
72158,854
72159,355
72160,638
72161,868
72162,392
72163,490
72164,72
72165,1942
72166,350
72167,748
72168,2184
72169,1494
72170,194
72171,99
72172,1445
72173,1294
72174,111
72175,1622
72176,3949
72177,345
72178,182
72179,1953
72180,5423
72181,143599
72182,1591
72183,1015
72184,330
72185,645
72186,903
72187,1601
72188,138
72189,2133
72190,279
72191,3210
72192,103
72193,462
72194,262
72195,1846
72196,675
72197,713
72198,2359
72199,236
72200,3440
72201,259
72202,224
72203,795
72204,587
72205,1758
72207,36
72208,409
72209,307
72210,275
72211,691
72212,715
72213,4610
72214,12
72215,995
72216,582
72217,2368
72218,306
72219,380
72220,937
72221,396
72222,284
72223,2652
72224,498
72225,711
72226,1304
72227,43
72228,2141
72229,547
72230,1084
72231,4826
72232,623
72233,69
72234,365
72235,356
72236,195
72237,496
72238,83
72239,636
72240,379
72241,3044
72243,1740
72244,3070
72245,668
72246,243
72247,1245
72248,799
72249,811
72250,200
72251,369
72252,1204
72253,2774
72254,279
72255,802
72256,775
72257,2266
72258,241
72259,313
72260,3421
72261,336
72262,1176
72264,12510
72265,261
72266,699
72267,947
72268,722
72269,3359
72270,167
72271,815
72272,321
72273,213
72274,203
72275,1262
72276,1998
72277,124
72278,869
72279,162
72280,1934
72281,428
72282,520
72283,368
72284,564
72286,390
72287,2114
72288,135
72289,2095
72290,1608
72291,879
72292,256
72293,633
72294,521
72295,525
72296,753
72297,496
72298,534
72299,2323
72300,2510
72301,846
72302,178
72303,787
72304,188
72305,980
72306,1333
72307,197
72308,1586
72309,297
72310,1914
72311,369
72312,225
72313,230
72314,378
72315,810
72316,676
72317,554
72318,446
72319,720
72320,2516
72321,564
72322,250
72323,459
72324,512
72325,924
72326,210
72327,295
72328,3537
72329,4009
72330,435
72331,577
72332,620
72333,447
72334,2375
72335,1095
72336,1316
72337,877
72338,686
72339,701
72340,1154
72341,661
72342,181
72343,618
72344,2890
72345,344
72346,4379
72347,313
72348,142
72349,510
72350,3064
72351,1098
72352,135
72353,221
72354,163
72355,102
72356,451
72357,711
72358,1619
72359,1330
72360,1356
72361,470
72362,150
72363,1643
72364,1541
72366,318
72367,797
72368,334
72369,619
72370,352
72372,65
72373,2607
72374,163
72375,537
72376,669
72377,1029
72378,1447
72379,229
72380,930
72381,1277
72382,868
72383,135
72384,800
72385,1818
72386,4298
73001,249
73002,1130
73003,3094
73004,438
73005,174
73006,3562
73007,1745
73008,28729
73010,3525
73011,19271
73012,141
73013,382
73014,244
73015,1878
73017,982
73018,797
73019,926
73020,394
73021,842
73022,541
73023,646
73024,750
73025,492
73026,417
73027,353
73028,271
73029,4572
73030,3312
73031,3863
73032,2110
73033,507
73034,2162
73036,655
73038,921
73039,578
73040,336
73041,306
73042,258
73043,2201
73045,417
73046,103
73047,243
73048,348
73049,127
73050,562
73051,4489
73052,146
73053,677
73054,7741
73055,2019
73056,415
73057,541
73058,1179
73059,2175
73061,408
73062,406
73063,674
73064,5050
73065,58039
73067,1146
73068,574
73069,892
73070,654
73071,633
73072,39
73073,505
73074,357
73075,525
73076,250
73077,532
73078,153
73079,796
73080,200
73081,659
73082,638
73083,241
73084,879
73085,1297
73086,439
73087,5920
73088,152
73089,1185
73090,236
73091,190
73092,138
73093,864
73094,390
73095,316
73096,1030
73097,675
73098,786
73099,409
73100,1823
73101,96
73103,2503
73104,407
73105,1197
73106,269
73107,643
73108,350
73109,758
73110,768
73111,363
73112,599
73113,191
73114,821
73115,138
73116,569
73117,679
73118,899
73119,110
73120,512
73121,1720
73122,393
73123,431
73124,2868
73126,360
73127,365
73128,4181
73129,1247
73130,1958
73131,309
73132,808
73133,340
73135,541
73137,3870
73138,479
73139,281
73140,322
73141,644
73142,852
73143,630
73144,466
73145,449
73146,731
73147,194
73149,284
73150,1848
73151,2480
73152,175
73153,1381
73154,2940
73155,1539
73156,297
73157,3345
73158,423
73159,766
73160,844
73161,673
73162,644
73163,158
73164,886
73166,59
73167,66
73168,124
73169,460
73170,503
73171,3991
73173,646
73175,82
73176,661
73177,226
73178,451
73179,11452
73180,415
73181,3811
73182,2207
73183,1134
73184,443
73186,494
73187,1872
73188,955
73189,209
73190,265
73191,1942
73192,201
73193,88
73194,368
73196,732
73197,652
73198,455
73200,500
73201,402
73202,421
73203,327
73204,1997
73205,142
73206,747
73207,438
73208,974
73210,371
73211,851
73212,854
73213,8007
73214,196
73215,3568
73216,441
73217,325
73218,817
73219,623
73220,328
73221,92
73222,5663
73223,483
73224,845
73225,2914
73226,1596
73227,1932
73228,740
73229,518
73230,189
73231,1195
73232,809
73233,140
73234,151
73235,236
73236,2310
73237,312
73238,459
73239,581
73240,719
73241,1134
73242,283
73243,1553
73244,575
73245,778
73246,245
73247,871
73248,8067
73249,1172
73250,1644
73252,236
73253,638
73254,129
73255,800
73256,344
73257,2617
73258,693
73259,532
73260,211
73261,2584
73262,423
73263,692
73264,278
73265,576
73266,208
73267,279
73268,523
73269,642
73270,3780
73271,275
73272,174
73273,467
73274,421
73275,354
73276,392
73277,156
73278,1268
73280,340
73281,787
73282,1025
73283,657
73284,884
73285,2453
73286,1168
73287,189
73288,1677
73289,422
73290,410
73292,251
73293,452
73294,307
73296,2494
73297,578
73298,875
73299,290
73300,3131
73301,766
73302,300
73303,7043
73304,1637
73305,226
73306,1193
73307,460
73308,605
73309,298
73310,444
73311,89
73312,839
73313,175
73314,256
73315,508
73316,271
73317,668
73318,260
73320,938
73321,307
73322,505
73323,387
73324,226
73326,1846
73327,414
73328,2140
73329,1724
73330,2969
74001,1354
74002,2188
74003,1002
74004,372
74005,4137
74006,1749
74007,2253
74008,6051
74009,781
74010,50943
74011,20115
74012,33166
74013,2012
74014,1865
74015,1040
74016,2472
74018,1537
74019,2626
74020,1245
74021,1307
74022,819
74024,2039
74025,1388
74026,5015
74027,426
74029,442
74030,250
74031,2260
74032,1316
74033,1248
74034,487
74035,568
74036,356
74037,1714
74038,1049
74040,3038
74041,249
74042,12479
74043,5091
74044,876
74045,235
74046,503
74048,918
74049,464
74050,615
74051,606
74052,932
74053,1117
74054,619
74055,496
74056,8882
74057,868
74058,858
74059,238
74060,131
74061,781
74062,1193
74063,1179
74064,1226
74065,430
74066,193
74067,2318
74068,414
74069,687
74070,2050
74071,189
74072,206
74073,569
74074,439
74075,1136
74076,1544
74077,909
74078,414
74079,596
74080,1818
74081,17525
74082,3887
74083,2079
74084,368
74085,1193
74086,589
74087,1709
74088,941
74089,1002
74090,1187
74091,285
74093,17206
74094,5976
74095,281
74096,4103
74097,1805
74098,1053
74099,969
74100,821
74101,644
74102,1351
74103,1904
74104,3573
74105,5253
74106,750
74107,160
74108,874
74109,851
74110,628
74111,215
74112,4017
74114,468
74116,1790
74117,702
74118,2036
74119,8527
74120,1356
74121,1098
74122,514
74123,6970
74124,1552
74126,791
74127,1380
74128,3229
74129,214
74130,500
74131,1967
74133,11303
74134,1255
74135,555
74136,2189
74137,3243
74138,1494
74139,883
74140,1294
74141,857
74142,907
74143,2967
74144,726
74145,640
74146,1262
74147,982
74148,272
74150,1432
74151,516
74152,1199
74153,1602
74154,2336
74155,855
74156,683
74157,1545
74158,983
74159,3202
74160,1011
74161,1793
74162,864
74163,1945
74164,6357
74165,676
74166,1666
74167,885
74168,711
74169,5147
74170,841
74171,1571
74172,1332
74173,3326
74174,549
74175,323
74176,1894
74177,1013
74178,643
74179,692
74180,2135
74181,2961
74182,8312
74183,2118
74184,896
74185,2338
74186,655
74187,322
74188,829
74189,1592
74190,626
74191,2889
74192,1032
74193,1051
74194,684
74195,379
74196,426
74197,1574
74198,953
74199,477
74200,2750
74201,1617
74202,505
74203,54
74204,841
74205,1243
74206,845
74208,11214
74209,1411
74210,1635
74211,2734
74212,1127
74213,7017
74215,1305
74216,735
74217,4080
74218,6506
74219,1207
74220,7125
74221,506
74222,486
74223,447
74224,10635
74225,13877
74226,606
74228,350
74229,3297
74231,458
74232,483
74233,2252
74234,818
74235,424
74236,5599
74237,783
74238,1244
74239,1419
74240,888
74241,3212
74242,5752
74243,12099
74244,799
74245,2501
74249,2219
74250,5903
74252,602
74253,894
74254,598
74255,1744
74256,15957
74257,573
74258,2285
74259,370
74260,794
74261,429
74262,1097
74263,5419
74264,7586
74265,636
74266,932
74267,4078
74268,18798
74269,2295
74270,616
74271,452
74272,4704
74273,789
74274,617
74275,1743
74276,3404
74278,5762
74279,708
74280,6020
74281,34661
74282,3184
74283,965
74284,1225
74285,364
74286,781
74287,855
74288,3615
74289,1525
74290,412
74291,314
74292,861
74293,3558
74294,665
74295,296
74296,742
74297,580
74298,7562
74299,2327
74301,757
74302,1009
74303,3059
74304,772
74305,8180
74306,590
74307,889
74308,723
74309,3909
74310,1285
74311,3947
74312,1492
74313,381
74314,1161
74315,884
75056,2240621
76001,1180
76002,601
76004,507
76005,3205
76006,181
76007,697
76008,709
76009,288
76010,377
76011,193
76012,212
76013,926
76014,1463
76015,542
76016,116
76017,544
76018,1460
76019,450
76020,1212
76021,543
76022,355
76023,283
76024,173
76025,335
76026,2603
76027,388
76028,203
76029,201
76030,464
76031,641
76032,118
76033,451
76034,1889
76035,2279
76036,728
76037,277
76038,400
76039,1213
76040,295
76041,691
76042,124
76043,1070
76044,287
76045,371
76046,660
76047,152
76048,319
76049,264
76050,1025
76051,1840
76052,176
76053,110
76054,532
76055,359
76056,677
76057,12175
76058,244
76059,383
76060,485
76062,243
76063,481
76064,495
76065,406
76066,121
76067,617
76068,681
76069,1951
76070,692
76071,457
76072,649
76073,824
76074,52
76075,480
76076,243
76077,192
76078,180
76079,171
76080,495
76081,1412
76082,679
76083,112
76084,111
76085,351
76086,225
76087,574
76088,555
76089,561
76090,1101
76091,196
76092,689
76093,338
76094,286
76095,8268
76096,647
76097,105
76098,765
76099,623
76100,1191
76101,2939
76103,6510
76104,295
76105,707
76106,532
76107,289
76108,12847
76109,178
76110,464
76111,500
76112,320
76113,354
76114,11753
76115,592
76116,3334
76117,655
76118,279
76119,180
76120,418
76121,338
76122,516
76123,890
76124,421
76125,1514
76126,295
76127,738
76128,561
76129,213
76130,279
76131,793
76132,447
76133,423
76134,294
76135,944
76136,757
76137,869
76138,335
76139,246
76140,156
76141,1318
76142,480
76143,1299
76144,181
76145,262
76146,1408
76147,885
76148,326
76149,291
76151,262
76152,714
76153,332
76154,484
76155,324
76156,324
76157,14781
76158,336
76159,3014
76160,417
76161,110
76162,228
76163,700
76164,2265
76165,10030
76166,470
76167,1458
76168,50
76169,1308
76170,128
76171,102
76172,180
76173,530
76174,294
76175,237
76176,290
76177,285
76178,5300
76179,1374
76180,185
76181,162
76182,280
76183,754
76184,109
76185,158
76186,544
76187,189
76188,427
76189,166
76190,219
76191,280
76192,2764
76193,358
76194,347
76195,182
76196,2367
76197,197
76198,766
76199,669
76200,506
76201,537
76202,231
76203,764
76204,249
76205,243
76206,360
76207,209
76208,636
76209,459
76210,523
76211,229
76212,9418
76213,376
76214,239
76215,561
76216,10272
76217,30632
76218,90
76219,2554
76220,502
76221,188
76222,4094
76223,507
76224,1033
76225,394
76226,156
76227,597
76228,397
76229,409
76230,446
76231,17315
76232,618
76233,125
76234,612
76235,2144
76236,323
76237,517
76238,2824
76239,721
76240,1049
76241,149
76242,193
76243,267
76244,378
76245,1469
76247,514
76248,489
76249,740
76250,1081
76251,447
76252,1121
76253,745
76254,1440
76255,7270
76257,192
76258,2204
76259,19262
76260,1645
76261,460
76262,135
76263,1275
76264,438
76265,171
76266,713
76267,71
76268,185
76269,163
76270,2660
76271,1533
76272,838
76273,509
76274,34
76275,1035
76276,3499
76277,498
76278,907
76279,352
76280,132
76281,2032
76282,910
76283,238
76284,316
76285,633
76286,709
76287,1078
76288,371
76289,908
76290,433
76291,1086
76292,161
76293,196
76294,391
76295,1272
76296,2676
76297,231
76298,490
76299,390
76300,377
76301,225
76302,2824
76303,702
76304,343
76305,9153
76306,169
76307,1330
76308,436
76309,103
76310,187
76311,419
76312,6409
76313,798
76314,617
76315,1066
76316,441
76317,416
76318,660
76319,9896
76320,363
76321,1748
76322,24563
76323,159
76324,807
76325,416
76326,139
76327,379
76328,334
76329,3077
76330,722
76331,915
76332,462
76333,470
76334,538
76335,81
76336,359
76337,325
76338,208
76339,246
76340,495
76341,8202
76342,690
76343,248
76344,470
76345,275
76346,347
76347,309
76348,628
76349,1978
76350,378
76351,173142
76352,333
76353,103
76354,1234
76355,945
76356,108
76357,370
76358,246
76359,126
76360,606
76361,696
76362,345
76363,568
76364,279
76365,167
76366,4002
76367,2567
76368,354
76369,527
76370,413
76371,60
76372,371
76373,313
76374,1309
76375,240
76376,272
76377,2574
76378,1769
76379,177
76380,321
76381,136
76382,1059
76383,95
76384,8926
76385,1467
76386,348
76387,372
76388,453
76389,190
76390,1164
76391,2274
76392,1302
76393,56
76394,663
76395,577
76396,301
76397,975
76398,658
76399,168
76400,2147
76401,2027
76402,5940
76403,152
76404,1216
76405,215
76406,420
76407,268
76408,1021
76409,809
76410,11232
76411,200
76412,717
76413,466
76414,1527
76415,333
76416,292
76417,384
76418,985
76419,169
76420,339
76421,796
76422,262
76423,189
76424,201
76425,270
76426,179
76427,1021
76428,21
76429,7478
76430,141
76431,102
76432,247
76433,678
76434,895
76435,670
76436,613
76437,605
76438,266
76439,338
76440,179
76441,647
76442,584
76443,627
76444,102
76445,563
76446,1122
76447,16243
76448,1388
76449,526
76450,269
76451,19798
76452,4795
76453,1003
76454,96
76455,287
76456,787
76457,929
76458,139
76459,340
76460,593
76461,382
76462,4866
76463,696
76464,2228
76465,589
76467,1154
76468,1435
76469,431
76470,640
76471,902
76472,715
76473,733
76474,6983
76475,6119
76476,8122
76477,443
76478,158
76479,141
76480,459
76481,5794
76482,3309
76483,217
76484,11445
76485,268
76486,954
76487,336
76488,503
76489,404
76490,1084
76491,645
76492,537
76493,457
76494,585
76495,6235
76496,381
76497,9278
76498,22089
76499,1066
76500,481
76501,140
76502,461
76503,1248
76504,135
76505,105
76506,409
76507,800
76508,445
76509,1699
76510,184
76511,126
76512,28
76513,596
76514,942
76515,552
76516,466
76517,2994
76518,498
76519,91
76520,668
76521,142
76522,1320
76523,197
76524,129
76525,326
76526,159
76527,483
76528,639
76529,327
76530,199
76531,320
76532,820
76533,1242
76534,1130
76535,472
76536,1079
76537,174
76538,271
76540,111557
76541,1426
76542,237
76543,610
76544,231
76545,1974
76546,271
76547,746
76548,800
76549,157
76550,1264
76551,814
76552,7426
76553,319
76554,316
76555,877
76556,1032
76557,1325
76558,956
76559,572
76560,1001
76561,8101
76562,926
76563,1902
76564,220
76565,1127
76566,611
76567,183
76568,641
76569,198
76570,288
76571,683
76572,144
76573,512
76574,579
76575,28616
76576,1058
76577,564
76578,301
76580,905
76581,400
76582,269
76583,346
76584,190
76585,437
76586,663
76587,701
76588,432
76589,166
76590,367
76591,2587
76592,834
76593,555
76594,1352
76595,1868
76596,1409
76597,770
76598,522
76599,3449
76600,1849
76602,623
76603,498
76604,190
76605,496
76606,173
76607,279
76608,1953
76609,344
76610,1490
76611,318
76612,204
76613,668
76614,1460
76615,555
76616,1544
76617,1713
76618,1256
76619,295
76620,263
76621,1168
76622,317
76623,97
76624,3648
76625,572
76626,404
76627,1414
76628,772
76629,252
76630,223
76631,1273
76632,345
76634,758
76635,95
76636,2195
76637,842
76638,1111
76639,229
76640,8338
76641,205
76642,267
76643,103
76644,780
76645,160
76646,585
76647,3884
76648,2534
76649,635
76650,1191
76651,183
76652,696
76653,359
76654,473
76655,4314
76656,737
76657,1066
76658,617
76659,1189
76660,804
76662,104
76663,1050
76664,279
76665,410
76666,400
76667,372
76668,343
76669,414
76670,813
76671,160
76672,1000
76673,1069
76674,370
76675,989
76676,722
76677,421
76678,867
76679,94
76680,181
76681,28622
76682,773
76683,355
76684,1368
76685,644
76686,508
76688,398
76689,385
76690,558
76691,229
76692,274
76693,699
76694,134
76695,319
76696,220
76697,729
76698,507
76699,372
76700,1483
76701,395
76702,795
76703,193
76704,576
76705,2474
76706,550
76707,1235
76708,759
76709,5239
76710,100
76711,5217
76712,758
76713,373
76714,710
76715,633
76716,1511
76717,716
76718,1294
76719,976
76720,1013
76721,305
76723,414
76724,126
76725,577
76726,326
76727,1107
76728,960
76729,753
76730,113
76731,178
76732,246
76733,226
76734,430
76735,539
76736,315
76737,642
76738,693
76739,635
76740,522
76741,326
76742,759
76743,1792
76744,197
76745,205
76746,217
76747,360
76748,629
76749,340
76750,1094
76751,1375
76752,2414
76753,1152
76754,923
76755,565
76756,255
76757,665
76758,11644
76759,482
77001,1224
77002,797
77003,388
77004,290
77005,3209
77006,1026
77007,394
77008,1373
77009,124
77010,888
77011,555
77012,305
77013,387
77014,14151
77015,97
77016,1693
77018,7175
77019,319
77020,661
77021,181
77022,1331
77023,262
77024,345
77025,834
77026,412
77027,1165
77028,736
77029,192
77030,790
77031,838
77032,843
77033,244
77034,710
77035,570
77036,109
77037,5649
77038,460
77039,1130
77040,3696
77041,309
77042,3114
77043,396
77044,845
77045,725
77046,375
77047,1446
77048,2647
77049,877
77050,528
77051,2361
77052,340
77053,16415
77054,750
77055,4393
77056,157
77057,481
77058,25615
77059,717
77060,757
77061,2550
77062,475
77063,1271
77065,1205
77066,306
77067,9332
77068,213
77069,1951
77070,1457
77071,916
77072,706
77073,594
77075,1253
77076,754
77077,933
77078,1338
77079,6381
77080,164
77081,687
77082,807
77083,24663
77084,1095
77085,2533
77086,1484
77087,155
77088,2538
77089,974
77090,228
77091,404
77093,415
77094,270
77095,1237
77096,2588
77097,292
77098,343
77099,3142
77100,4401
77101,964
77102,160
77103,217
77104,608
77106,1025
77107,3011
77108,53247
77109,1309
77110,316
77111,4517
77112,222
77113,1083
77114,3933
77115,516
77116,1365
77117,817
77118,11299
77119,268
77120,621
77121,3150
77122,22031
77123,795
77124,1729
77125,1418
77126,1772
77127,2020
77128,2169
77129,626
77130,411
77131,14708
77132,2607
77133,239
77134,153
77135,1425
77136,202
77137,232
77138,529
77139,6403
77140,290
77141,1059
77142,4251
77143,4533
77144,332
77145,635
77146,2005
77147,671
77148,1798
77149,231
77150,436
77151,334
77152,20892
77153,8464
77154,935
77155,3179
77156,827
77157,290
77158,187
77159,2876
77161,841
77162,1004
77163,312
77164,520
77165,605
77166,2489
77167,317
77168,2167
77169,7355
77170,539
77171,6004
77172,893
77173,851
77174,606
77175,2572
77176,2496
77177,1093
77178,482
77179,581
77180,1146
77181,2288
77182,4691
77183,9363
77184,645
77185,646
77186,14908
77187,595
77188,941
77190,244
77191,1064
77192,5267
77193,274
77194,418
77195,579
77196,670
77197,156
77198,209
77199,1148
77200,104
77201,700
77202,616
77203,1359
77204,206
77205,162
77206,147
77207,161
77208,1446
77209,1108
77210,2652
77211,1013
77212,149
77214,893
77215,8237
77216,1420
77217,2363
77218,103
77219,2263
77220,287
77221,1191
77222,3361
77223,575
77224,319
77225,364
77226,2504
77227,643
77228,246
77229,1627
77230,183
77231,781
77232,915
77233,581
77234,660
77235,276
77236,367
77237,642
77238,4180
77239,1501
77240,2176
77241,2205
77242,544
77243,20328
77244,753
77245,462
77246,563
77247,484
77248,693
77249,7425
77250,164
77251,10508
77252,462
77253,198
77254,1304
77255,1925
77256,179
77257,3617
77258,14575
77259,2474
77260,1785
77261,1267
77262,524
77263,240
77264,1534
77265,1075
77266,755
77267,338
77268,7148
77269,1712
77270,859
77271,131
77272,892
77273,552
77274,454
77275,153
77276,2384
77277,1462
77278,393
77279,1618
77280,1210
77281,499
77282,332
77283,901
77284,53623
77285,20577
77286,243
77287,513
77288,40503
77289,367
77290,636
77291,852
77292,1105
77293,986
77294,19147
77295,1269
77296,17452
77297,363
77298,480
77299,234
77300,605
77301,338
77302,2057
77303,235
77304,32
77305,16682
77306,549
77307,9225
77308,695
77309,1652
77310,299
77311,1284
77312,2766
77313,235
77314,242
77315,3398
77316,4305
77317,4503
77318,1450
77319,164
77320,5104
77321,723
77322,2927
77323,984
77325,362
77326,5888
77327,8351
77328,442
77329,691
77330,5475
77331,481
77332,273
77333,12770
77335,2833
77336,946
77337,15625
77338,606
77339,1965
77340,605
77341,363
77342,97
77343,442
77344,2124
77345,672
77347,846
77348,292
77349,6459
77350,20074
77352,1826
77353,444
77354,937
77355,180
77356,49
77357,830
77358,1070
77359,2134
77360,404
77361,480
77363,1325
77364,249
77365,544
77366,258
77367,276
77368,493
77369,701
77370,825
77371,2835
77372,3579
77373,37631
77374,2034
77376,794
77377,2288
77378,2549
77379,12161
77380,320
77381,685
77382,5078
77383,802
77384,1548
77385,2174
77386,699
77387,473
77388,832
77389,3119
77390,22518
77391,495
77392,620
77393,2816
77394,1989
77395,123
77396,102
77397,1766
77398,701
77399,231
77400,1743
77401,679
77402,379
77403,663
77404,1795
77405,1914
77406,941
77407,13170
77408,405
77409,2805
77410,571
77411,485
77412,347
77413,3541
77414,459
77415,1106
77416,234
77417,217
77418,887
77419,3181
77420,3849
77421,265
77423,721
77424,294
77425,798
77426,372
77427,587
77428,859
77429,553
77430,5901
77431,5560
77432,988
77433,1327
77434,347
77435,1097
77436,883
77437,3238
77438,6256
77439,1024
77440,1073
77441,2098
77442,2317
77443,379
77444,339
77445,29555
77446,612
77447,1927
77448,422
77449,8117
77450,3121
77451,611
77452,49
77453,1091
77454,413
77455,2084
77456,808
77457,1253
77458,5496
77459,1436
77460,379
77461,280
77462,811
77463,3443
77464,9107
77465,702
77466,376
77467,215
77468,23471
77469,1130
77470,8261
77471,358
77472,442
77473,454
77474,666
77475,4898
77476,256
77477,804
77478,1012
77479,13273
77480,896
77481,158
77482,3406
77483,1856
77484,217
77485,761
77486,861
77487,10730
77489,206
77490,728
77491,4802
77492,706
77493,3203
77494,2691
77495,7007
77496,183
77498,264
77500,468
77501,700
77504,832
77505,401
77506,693
77507,502
77508,1826
77509,606
77510,741
77511,646
77512,1141
77513,4168
77514,25556
77515,706
77516,722
77517,2040
77518,224
77519,1209
77520,750
77521,1911
77522,303
77523,264
77524,508
77525,363
77526,229
77527,593
77528,1008
77529,1544
77530,299
77531,1750
77532,69
77533,2645
77534,662
78003,3255
78005,19469
78006,756
78007,1120
78009,292
78010,1218
78013,478
78015,11991
78020,876
78029,11622
78030,1979
78031,612
78033,1155
78034,879
78036,476
78043,3894
78048,1438
78049,1506
78050,567
78053,491
78057,1813
78062,7625
78068,930
78070,321
78071,614
78072,259
78073,13813
78076,261
78077,753
78082,623
78084,583
78087,1931
78089,4552
78090,2092
78092,8498
78096,510
78104,717
78107,1906
78108,1259
78113,679
78117,5462
78118,2619
78120,1950
78123,14943
78124,15087
78125,885
78126,21132
78128,1641
78133,5857
78138,9906
78140,1209
78143,1401
78146,30585
78147,444
78152,1878
78158,28980
78160,5789
78162,538
78163,367
78164,805
78165,17658
78168,4384
78171,1159
78172,35135
78185,396
78188,427
78189,1561
78190,10063
78192,1081
78193,1087
78194,242
78196,322
78202,546
78206,3987
78208,26488
78209,869
78217,6467
78220,6513
78224,4688
78227,786
78230,596
78231,151
78233,2826
78234,134
78236,578
78237,161
78238,2353
78239,1857
78242,12823
78245,419
78246,990
78251,4055
78255,4028
78261,672
78262,1138
78263,2423
78264,71
78265,2382
78267,6824
78269,1265
78276,672
78278,491
78281,614
78283,319
78285,547
78289,984
78290,1032
78291,2139
78296,651
78297,28039
78299,2070
78300,421
78302,176
78305,263
78307,953
78310,3381
78311,32399
78314,4455
78317,831
78320,429
78321,5289
78322,8251
78324,557
78325,590
78327,3817
78329,824
78334,1690
78335,16128
78337,1918
78343,1550
78344,662
78346,1464
78349,505
78350,7120
78354,5925
78356,9061
78358,23215
78361,43515
78362,19944
78364,723
78366,369
78367,3519
78368,1738
78372,16600
78380,5711
78381,809
78382,4369
78383,18907
78384,1417
78385,208
78389,1699
78391,381
78396,6383
78397,6593
78398,852
78401,8988
78402,3587
78403,1984
78404,246
78406,279
78407,592
78410,919
78413,403
78415,537
78416,340
78417,274
78418,15280
78420,3073
78423,33680
78431,2547
78437,640
78439,104
78440,30760
78442,3044
78443,868
78444,877
78451,1097
78455,7721
78460,1107
78464,846
78465,2340
78466,5978
78470,908
78472,338
78474,722
78475,371
78478,248
78481,16350
78484,632
78486,6680
78490,31119
78497,983
78498,37597
78499,608
78501,3094
78502,5089
78503,245
78505,414
78506,810
78513,2168
78516,882
78517,25833
78518,113
78520,1535
78522,913
78524,3216
78528,402
78530,378
78531,5689
78536,381
78537,6128
78545,17562
78548,459
78550,1835
78551,39476
78557,893
78558,340
78559,463
78561,440
78562,1489
78564,638
78565,328
78567,943
78569,906
78571,5101
78575,7730
78576,1359
78586,51713
78588,908
78590,534
78591,2302
78597,628
78601,1592
78605,1047
78606,32
78608,115
78609,949
78615,1062
78616,1159
78618,547
78620,1135
78621,29774
78623,956
78624,11431
78638,4782
78640,21104
78642,15290
78643,9383
78644,5962
78646,85424
78647,806
78650,15901
78653,347
78655,777
78668,577
78672,5115
78674,9927
78677,520
78681,695
78683,2730
78686,15678
78688,11470
79001,1009
79002,304
79003,5360
79004,631
79005,3047
79006,281
79007,663
79008,868
79009,488
79010,606
79011,168
79012,1242
79013,1627
79014,1632
79015,183
79016,778
79018,210
79019,175
79020,934
79022,203
79023,75
79024,1852
79025,1129
79027,76
79029,670
79030,990
79031,1766
79032,734
79033,128
79034,1608
79035,308
79038,1171
79039,63
79040,231
79042,177
79043,1057
79044,433
79045,146
79046,558
79047,436
79048,5475
79049,18966
79050,645
79051,490
79053,478
79054,194
79055,109
79056,769
79057,1517
79058,702
79059,768
79060,173
79061,3736
79062,4734
79063,1024
79064,528
79066,1673
79068,321
79069,1006
79070,408
79071,500
79072,228
79074,184
79075,322
79076,1900
79077,439
79078,648
79079,8354
79080,2764
79081,6483
79083,2097
79084,499
79085,152
79086,1711
79087,623
79088,1656
79089,179
79090,891
79091,982
79092,355
79094,955
79095,590
79096,1164
79098,261
79099,244
79100,2238
79101,2365
79102,453
79103,2427
79104,541
79105,167
79106,399
79107,51
79108,225
79109,3282
79111,293
79112,771
79113,358
79114,1558
79115,621
79116,1040
79117,631
79118,301
79119,670
79120,812
79121,433
79122,603
79123,2297
79124,130
79125,1745
79126,442
79127,783
79128,954
79129,1516
79130,2954
79131,345
79132,337
79133,1164
79134,561
79135,945
79136,610
79137,910
79139,56
79140,254
79141,198
79142,107
79144,384
79145,359
79147,740
79148,2087
79149,150
79150,867
79152,284
79153,160
79154,379
79156,738
79157,1285
79158,138
79159,494
79160,159
79161,586
79162,2727
79163,571
79164,252
79165,179
79166,880
79167,245
79168,578
79170,2772
79171,2144
79172,996
79173,408
79174,3673
79175,519
79176,872
79177,186
79178,860
79179,3168
79180,267
79183,376
79184,1774
79185,2081
79187,618
79188,604
79189,1674
79190,486
79191,57607
79195,5569
79196,936
79197,109
79198,265
79199,482
79200,272
79201,1681
79202,10300
79203,412
79204,1009
79205,72
79207,652
79208,1124
79209,332
79210,1059
79211,316
79212,208
79213,1979
79214,392
79215,373
79216,2043
79217,678
79218,201
79219,122
79220,626
79222,231
79223,73
79225,366
79226,278
79229,594
79230,896
79231,726
79235,1306
79236,633
79238,572
79239,1741
79240,705
79241,565
79242,1090
79243,277
79244,356
79246,651
79247,145
79249,1856
79250,387
79251,366
79252,373
79253,713
79254,421
79255,414
79256,212
79257,1584
79258,466
79259,1333
79260,589
79261,203
79263,539
79264,1015
79265,1234
79267,359
79268,926
79269,361
79270,6852
79271,357
79273,805
